"loc","loc.correct","Freq"
"brazil_sao paulo_jundiai_reserva biologica municipal serra do","",68
"brazil_sao paulo_miracatu_parque estadual jurupara","",68
"brazil_sao paulo_municipio brotas","",68
"brazil_sao paulo_pedreira_fazenda palhares","",68
"brazil_sao paulo_sao paulo_peninsula borore","",68
"brazil_sao paulo_subauma_beira estrada subauma iguape","",68
"brazil_sao paulo_jundiai_reserva biologica municipal serra japi, brasil ate proximo a rodovia bandeirantes","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",68
"brazil_sao paulo_angatuba_circa 6 km itatinga em direcao a angatuba","",67
"brazil_sao paulo_guaruja_ilha santo amaro","",67
"brazil_sao paulo_ipeuna_remanescente florestal rio passa cinco","",67
"brazil_sao paulo_sao bento sapucai_estrada para o bauzinho","",67
"brazil_sao paulo_sao paulo_apa parque e fazenda carmo","",67
"brazil_sao paulo_serra mantiqueira_serra mantiqueira","",67
"brazil_sao paulo_serra poncianos","",67
"brazil_NA_ubatuba","",66
"brazil_sao paulo_itirapina_uba","",66
"brazil_sao paulo_jundiai_cerrado fazgran","",66
"brazil_sao paulo_natividade serra_parque estadual serra mar","",66
"brazil_sao paulo_pedro toledo_19 km sw of turnoff to juquitiba","",66
"brazil_sao paulo_praia domingas dias","",66
"brazil_sao paulo_praia domingas dias_praia domingas dias","",66
"brazil_sao paulo_sao paulo_clube sabesp","",66
"brazil_sao paulo_17 km ibitinga em direcao a iacanga","",65
"brazil_sao paulo_horto florestal","",65
"brazil_sao paulo_pariquera acu_acesso terra pariquera mirim","",65
"brazil_sao paulo_parque estadual serra mar nucleo curucutu","",65
"brazil_sao paulo_sao paulo_centro paulus","",65
"brazil_sao paulo_serra mar zwischen mogi cruzes und bertioga","",65
"brazil_sao paulo_sete barras_estrada sete barras","",65
"brazil_sao paulo_vila santos","",65
"brazil_sao paulo_vila santos_vila santos","",65
"brazil_sao paulo_brotas_cachoeira quatis","",64
"brazil_sao paulo_cabreuva_rodovia marechal rondon","",64
"brazil_sao paulo_iguape_fazenda boa vista","",64
"brazil_sao paulo_iguape_reserva ecologica jureia","",64
"brazil_sao paulo_cananeia_south tip of island of ilha comprida","",63
"brazil_sao paulo_franco rocha_parque estadual juqueri","",63
"brazil_sao paulo_ibiuna_bosque ibiuna","",63
"brazil_sao paulo_itirapina_cerrado uba","",63
"brazil_sao paulo_jundiai_e","",63
"brazil_sao paulo_reserva parcitular votorantim","",63
"brazil_sao paulo_sao miguel arcanjo_parque estadualcarlos botelho","",63
"brazil_sao paulo_tapirai_reserva parcitular votorantim, proximos a estradas antigas","",63
"brazil_sao paulo_ubatuba_trilha almada","",63
"brazil_sao paulo_bofete_gigante adormecido","",62
"brazil_sao paulo_campos jordao_serra mantiqueira, circa 2 km e of campos jordao on road to horto florestal","",62
"brazil_sao paulo_cananeia_city of cananeia","",62
"brazil_sao paulo_distrito marsilac","",62
"brazil_sao paulo_estrada sete barras p","",62
"brazil_sao paulo_estrada sete barras p_estrada sete barras p","",62
"brazil_sao paulo_ibiuna_morro agua vieiras","",62
"brazil_sao paulo_ilhabela_lado norte em direcao a praia jabaquara","",62
"brazil_sao paulo_itirapina_cerrado pedregulho","",62
"brazil_sao paulo_itirapina_morro pelado","",62
"brazil_sao paulo_jundiai_ibb","",62
"brazil_sao paulo_mogi guacu_reserva florestal","",62
"brazil_sao paulo_mongagua_sitio quatipiranga","",62
"brazil_sao paulo_santo andre_parque natural nascentes paranapiacaba","",62
"brazil_sao paulo_ubatuba_brasil","",62
"brazil_NA_brasil","",61
"brazil_sao paulo_cunha_estacao experimental serra mar nucleocunha","",61
"brazil_sao paulo_ibiuna_8km estrada cotia ibiuna n0 km 63","",61
"brazil_sao paulo_pedra bela_do outro lado cidade em estrada terra","",61
"brazil_sao paulo_rodovia ulisses guimaraes","",61
"brazil_sao paulo_salesopolis_reserva florestal","",61
"brazil_sao paulo_sao jose campos_bairro interlagos","",61
"brazil_sao paulo_aguas santa barbara_estacao ecologicaaguas santa barbara","",60
"brazil_sao paulo_botucatu_fazenda 4 meninas e mac","",60
"brazil_sao paulo_campos jordao_condominio week inn","",60
"brazil_sao paulo_campos jordao_praia sao jose alpes","",60
"brazil_sao paulo_campos jordao_santa cruz","",60
"brazil_sao paulo_estrada broa sao carlos","",60
"brazil_sao paulo_ibiuna_parque estadual jurupara, fazenda tucano","",60
"brazil_sao paulo_ilha comprida_estrada entre a balsa e a praia ilha comprida","",60
"brazil_sao paulo_peruibe_trilha costao","",60
"brazil_sao paulo_santo andre_estacao biologica alto serra","",60
"brazil_sao paulo_ubatuba_estrada farol, a estrada se inicia cerca 15 km centro cidade e atravessa tres morros baixos","",60
"brazil_sao paulo_amparo_amparo","",59
"brazil_sao paulo_cananeia_estrada captacao","",59
"brazil_sao paulo_itirapina_rodovia ulisses guimaraes","",59
"brazil_sao paulo_serra cuscuzeiro","",59
"brazil_sao paulo_vila santo henrique","",59
"brazil_sao paulo_vila santo henrique_vila santo henrique","",59
"brazil_sao paulo_analandia_parque rewvitscher","",58
"brazil_sao paulo_cidade universitaria armando salles oliveira","",58
"brazil_sao paulo_guaruja_praia branca","",58
"brazil_sao paulo_piracicaba_sitio boa vista","",58
"brazil_sao paulo_sao paulo_agua funda","",58
"brazil_sao paulo_sao sebastiao_sertao pauba","",58
"brazil_sao paulo_sete barras_parque estadualcarlos botelho","",58
"brazil_sao paulo_campos jordao_trilha cajara","",57
"brazil_sao paulo_cananeia_estrada acesso a propriedade senhor","",57
"brazil_sao paulo_cananeia_ilha casca","",57
"brazil_sao paulo_rio claro_unesp campus bela vista","",57
"brazil_sao paulo_sao sebastiao_estrada acesso fazenda aguas bento","",57
"brazil_sao paulo_sao sebastiao_trilha escorrega","",57
"brazil_sao paulo_tapirai_reserva parcitular votorantim","",57
"brazil_sao paulo_botucatu_mata pavuna","",56
"brazil_sao paulo_campos jordao_mirante ferradura","",56
"brazil_sao paulo_caraguatatuba_caraguatatuba","",56
"brazil_sao paulo_fazenda ripasa","",56
"brazil_sao paulo_ibiuna_8 km estrada cotia ibiuna no km 63","",56
"brazil_sao paulo_joanopolis_sope serra mantiqueira","",56
"brazil_sao paulo_nativa no jardim botanico_nativa no jardim botanico","",56
"brazil_sao paulo_sao jose campos_estrada turvo","",56
"brazil_sao paulo_tapirai_regiao uhe fumaca","",56
"brazil_sao paulo_ubatuba_prq","",56
"brazil_sao paulo_3","",55
"brazil_sao paulo_campos jordao_parque estadualc","",55
"brazil_sao paulo_campos jordao_vale rio coxim","",55
"brazil_sao paulo_eldorado_parque estadual jacupiranga nucleo caverna diabo","",55
"brazil_sao paulo_estrada para sao pedro","",55
"brazil_sao paulo_ibiuna_bairro murundu","",55
"brazil_sao paulo_ibiuna_luiza osmal","",55
"brazil_sao paulo_jundiai_circa 10 km sw jundiai","",55
"brazil_sao paulo_mogi cruzes_vila industrial parque municipal nagib najar","",55
"brazil_sao paulo_sao sebastiao_praia baleia","",55
"brazil_sao paulo_ubatuba_parcela q5","",55
"brazil_sao paulo_jundiai_serra japi, estrada para a torre tv cultura","brazil_sao paulo_jundiai_serra japi",55
"brazil_sao paulo_jundiai_serra japi, na trilha a esquerda antes chegar na base reserva","brazil_sao paulo_jundiai_serra japi",55
"brazil_sao paulo_brazil","",54
"brazil_sao paulo_capital_capital","",54
"brazil_sao paulo_itirapina_estrada itirapina","",54
"brazil_sao paulo_itirapina_estrada para sao pedro, cerca 2 km rodovia washington luis","",54
"brazil_sao paulo_jundiai_base ecologica serra japi","",54
"brazil_sao paulo_mogi cruzes_serra itapeti, parque natural municipal francisco afonso mello","",54
"brazil_sao paulo_subauma_beira estrada subauma","",54
"brazil_sao paulo_jundiai_serra japi, estrada mirante","brazil_sao paulo_jundiai_serra japi",54
"brazil_NA_cananeia","",53
"brazil_sao paulo_assis_estacao ecologica","",53
"brazil_sao paulo_atibaia_2","",53
"brazil_sao paulo_b","",53
"brazil_sao paulo_botucatu_estrada municipal para piapara","",53
"brazil_sao paulo_cananeia_ilha cananeia","",53
"brazil_sao paulo_caraguatatuba_estrada intermediaria","",53
"brazil_sao paulo_corumbatai_cerrado corumbatai","",53
"brazil_sao paulo_estacao biologica boraceia","",53
"brazil_sao paulo_estacao biologica boraceia_estacao biologica boraceia","",53
"brazil_sao paulo_guaruja_praia guaiuba","",53
"brazil_sao paulo_guaruja_trilha praia branca","",53
"brazil_sao paulo_plantas brasil","",53
"brazil_sao paulo_atibaia_serra itapetinga","",52
"brazil_sao paulo_bananal_estrada terra sertao ariro","",52
"brazil_sao paulo_cananeia_distrito itapitangui","",52
"brazil_sao paulo_guaruja_estrada que leva a trilha obuseiro","",52
"brazil_sao paulo_ibiuna_morro agua tamanduazinho","",52
"brazil_sao paulo_itirapina_area entorno represa lobo","",52
"brazil_sao paulo_jundiai_alto serra cristais","",52
"brazil_sao paulo_sao jose alpes","",52
"brazil_sao paulo_tapirai_tapirai","",52
"brazil_sao paulo_ubatuba_parque estaduals","",52
"brazil_sao paulo_capao bonito_capao bonito","",51
"brazil_sao paulo_franco rocha_fragmento 10","",51
"brazil_sao paulo_itanhaem_ilha queimada pequena","",51
"brazil_sao paulo_sao paulo_parque estadual sera mar","",51
"brazil_sao paulo_botucatu_trilha cuesta","",50
"brazil_sao paulo_braganca paulista_atras prefeitura","",50
"brazil_sao paulo_campos jordao_trilha rio sapucai","",50
"brazil_sao paulo_cananeia_estrada acesso a propriedade senhor flavio","",50
"brazil_sao paulo_estrada cananeia","",50
"brazil_sao paulo_fazenda sabesp","",50
"brazil_sao paulo_fazenda senhor luiz assis","",50
"brazil_sao paulo_hwy_99 caraguatatuba san jose campos road","",50
"brazil_sao paulo_itirapina_campo cerrado","",50
"brazil_sao paulo_salesopolis_reserva usp","",50
"brazil_sao paulo_santa isabel_itapeti","",50
"brazil_sao paulo_sao paulo_braco taquacetuba represa billings","",50
"brazil_sao paulo_sao paulo_estrada vargem grande","",50
"brazil_sao paulo_sao paulo_nucleo aguas claras","",50
"brazil_sao paulo_sao paulo_parque estadual serra mar distrito marsilac","",50
"brazil_sao paulo_sao pedro_alpes aguas","",50
"brazil_sao paulo_ubatuba_bairro picinguaba","",50
"brazil_sao paulo_ubatuba_praia fortaleza","",50
"brazil_sao paulo_along road to braganca paulista","",49
"brazil_sao paulo_atibaia_rodovia fernao dias","",49
"brazil_sao paulo_baixada santista","",49
"brazil_sao paulo_baixada santista_baixada santista","",49
"brazil_sao paulo_campos jordao_estrada para o pico itapeva","",49
"brazil_sao paulo_campos jordao_fazenda prana","",49
"brazil_sao paulo_cananeia_agrossolar","",49
"brazil_sao paulo_floresta estadual edmundo navarro andrade","",49
"brazil_sao paulo_jardim eucaliptos","",49
"brazil_sao paulo_juquitiba_recanto maria teresa","",49
"brazil_sao paulo_analandia_parque rawvitscher","",48
"brazil_sao paulo_barra turvo_br 116","",48
"brazil_sao paulo_botucatu_pnm cachoeira marta","",48
"brazil_sao paulo_braganca paulista_6 km w ao longo estrada braganca paulista","",48
"brazil_sao paulo_cabreuva_cabreuva","",48
"brazil_sao paulo_campinas_distrito sousas","",48
"brazil_sao paulo_gleba pessego","",48
"brazil_sao paulo_gleba pessego_gleba pessego","",48
"brazil_sao paulo_reserva florestal prof","",48
"brazil_sao paulo_santo andre_parque natural municipal nascentes paranapiacab","",48
"brazil_sao paulo_santo antonio pinhal_santo antonio pinhal","",48
"brazil_sao paulo_sao paulo_capital","",48
"brazil_sao paulo_sao paulo_instituto astronomico e geofisico","",48
"brazil_sao paulo_sete barras_bairro rio preto","",48
"brazil_sao paulo_10","",47
"brazil_sao paulo_apiahy","",47
"brazil_sao paulo_apiahy_apiahy","",47
"brazil_sao paulo_cananeia_estrada cananeia, mata atlantica","",47
"brazil_sao paulo_eldorado paulista","",47
"brazil_sao paulo_itirapina_represa lobo","",47
"brazil_sao paulo_jardim vila bela","",47
"brazil_sao paulo_jardim vila bela_jardim vila bela","",47
"brazil_sao paulo_mongagua_praia grande","",47
"brazil_sao paulo_natividade serra_sitio sertaozinho","",47
"brazil_sao paulo_parque estadual caraguatatuba_parque estadual caraguatatuba, road ne from sp","",47
"brazil_sao paulo_peruibe_reserva desenvolvimento sustentavel barra una","",47
"brazil_sao paulo_tiete_instituto agronomico","",47
"brazil_sao paulo_ubatuba_planicie nucleo picinguaba","",47
"brazil_sao paulo_ubatuba_trecho entre praia estaleiro e praia ubatubamirim","",47
"brazil_sao paulo_villa bella","",47
"brazil_sao paulo_villa bella_villa bella","",47
"brazil_sao paulo_jundiai_reserva biologica municipal serra japi, base cidinho estrada cascalheira av","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",47
"brazil_NA_NA_brasil","",46
"brazil_sao paulo_beira estrada subauma","",46
"brazil_sao paulo_botucatu_trilha cachoeira","",46
"brazil_sao paulo_braganca paulista_fazenda bocaina","",46
"brazil_sao paulo_campos jordao_arredores","",46
"brazil_sao paulo_cubatao_ifsp campus cubatao","",46
"brazil_sao paulo_distrito sao francisco xavier","",46
"brazil_sao paulo_guaruja_ilha palmas","",46
"brazil_sao paulo_horto florestal_horto florestal","",46
"brazil_sao paulo_ibiuna_ibiuna","",46
"brazil_sao paulo_joanopolis_estrada cachoeira pretos","",46
"brazil_sao paulo_joanopolis_estrada para cachoeira pretos","",46
"brazil_sao paulo_peruibe_serra guarau","",46
"brazil_sao paulo_sete barras_estrada sete barras para sao miguel arcanjo","",46
"brazil_sao paulo_ubatuba_praia pereque acu","",46
"brazil_sao paulo_jundiai_reserva biologica municipal serra japi, base cidinho estrada cascalheira base","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",46
"brazil_sao paulo_br 116","",45
"brazil_sao paulo_brotas_morro testemunho","",45
"brazil_sao paulo_estrada sete barras para sao miguel arcanjo","",45
"brazil_sao paulo_estrada sete barras para sao miguel arcanjo_estrada sete barras para sao miguel arcanjo","",45
"brazil_sao paulo_juquia_circa 10 km juquia em direcao a tapirai","",45
"brazil_sao paulo_litoral norte","",45
"brazil_sao paulo_ribeirao preto_estacao ecologica mata santa tereza","",45
"brazil_sao paulo_sao jose campos_acessada pela estrada santa barbara","",45
"brazil_sao paulo_sao luiz paraitinga_sao luiz paraitinga","",45
"brazil_sao paulo_jundiai_serra japi, beira estrada","brazil_sao paulo_jundiai_serra japi",45
"brazil_sao paulo_jundiai_serra japi, estrada para base","brazil_sao paulo_jundiai_serra japi",45
"brazil_sao paulo_botucatu_estrada municipal geraldo biral","",44
"brazil_sao paulo_campos jordao_efe 01","",44
"brazil_sao paulo_itirapina_corrego abaixo lagoa limoeiro","",44
"brazil_sao paulo_jundiai_beira rodovia bandeirantes","",44
"brazil_sao paulo_km_cerrado like patch of roadside vegetation","",44
"brazil_sao paulo_mairipora_vila rio abaixo","",44
"brazil_sao paulo_monte alegre sul_monte alegre sul","",44
"brazil_sao paulo_peruibe_estacao ecologica jureia itains","",44
"brazil_sao paulo_rio claro_fazenda sao jose borda mata","",44
"brazil_sao paulo_sao bento sapucai_pedra bau","",44
"brazil_sao paulo_ubatuba_ilha vitoria","",44
"brazil_sao paulo_ubatuba_parcela q1","",44
"brazil_sao paulo_ubatuba_praia vermelha sul","",44
"brazil_sao paulo_bertioga_trilha guaratuba no parque estadual restinga bertioga","",43
"brazil_sao paulo_capivari_fazenda sabesp, ao final estrada capivara","",43
"brazil_sao paulo_caraguatatuba_rodovia paraibuna","",43
"brazil_sao paulo_cubatao_serra paranapiacaba","",43
"brazil_sao paulo_guaruja_prainha branca","",43
"brazil_sao paulo_guarulhos_fragmento 15","",43
"brazil_sao paulo_iac","",43
"brazil_sao paulo_iguape_beira estrada subauma, mata atlantica","",43
"brazil_sao paulo_ilhabela_ilha vitoria","",43
"brazil_sao paulo_mogi cruzes_distrito cesar souza","",43
"brazil_sao paulo_mongagua_estrada para a aldeia cerro cora?","",43
"brazil_sao paulo_peruibe_peruibe","",43
"brazil_sao paulo_pq","",43
"brazil_sao paulo_reserva florestal boa vista","",43
"brazil_sao paulo_sao paulo_sitio a esquerda na estrada engenheiro marsilac","",43
"brazil_sao paulo_serra tambor","",43
"brazil_sao paulo_timburi_estrada rural bairro areia alta","",43
"brazil_est. sao paulo_jureia","",42
"brazil_est. sao paulo_jureia_jureia","",42
"brazil_sao paulo_aguas santa barbara_coletada na em campo umido fazenda tabaroa, vizinha estacao ecologica santa barbara","",42
"brazil_sao paulo_alto serra","",42
"brazil_sao paulo_braganca paulista_14","",42
"brazil_sao paulo_campos jordao_agua santa","",42
"brazil_sao paulo_campos jordao_bairro mellos","",42
"brazil_sao paulo_campos jordao_trilha rio sapucaia","",42
"brazil_sao paulo_coletada na em campo umido fazenda tabaroa","",42
"brazil_sao paulo_guaruja_morro monduba","",42
"brazil_sao paulo_ibiuna_japones","",42
"brazil_sao paulo_iguape_serra paranapiacaba","",42
"brazil_sao paulo_iiha comprida_estrada acesso a praia","",42
"brazil_sao paulo_ilha comprida_restinga","",42
"brazil_sao paulo_itirapina_cachoeira saltao","",42
"brazil_sao paulo_joanopolis_fazenda santa cruz","",42
"brazil_sao paulo_pedreira_sitio steula","",42
"brazil_sao paulo_peruibe_serra peruibe","",42
"brazil_sao paulo_reserva florestal estadual cunha","",42
"brazil_sao paulo_reserva florestal estadual cunha_reserva florestal estadual cunha","",42
"brazil_sao paulo_rubiao junior","",42
"brazil_sao paulo_sao paulo_parque estado s","",42
"brazil_sao paulo_serra japi_serra japi","",42
"brazil_sao paulo_iguape_estacao ecologica jureia itatins, bem preservada","brazil_sao paulo_iguape_eec jureia itatins",42
