"","loc","loc.correct","source","Freq","alreadyInGazet","ordemGazet","statusInGazet","country","stateProvince","municipality","locality","meanLatitude","meanLongitude"
"16613","brazil_sao paulo_bresil_bresil","","gbif_splink",419,FALSE,NA,NA,"Brazil","São Paulo","","bresil province de saint-paul sao paulo sudeste brasil america do sul ( 67 ) | bresil province de san-paolo sao paulo sudeste brasil america do sul ( 33 ) | bresil sao paulo sudeste brasil america do sul ( 31 ) | bresil - province de saint-paul sao paulo sudeste brasil america do sul ( 25 ) | bresil: province de saint-paul sao paulo sudeste brasil america do sul ( 18 ) | bresil province de saint paul sao paulo sudeste brasil america do sul ( 12 )",-22.2602455809069,-48.7221748324582
"34785","brazil_sao paulo_itarare_fazenda santa maria espinho","","gbif_reflora_splink",398,FALSE,NA,NA,"Brazil","São Paulo","Itararé","fazenda santa maria do espinho ( 202 ) | fazenda santa maria do espinho corrego do peao ( 93 ) | fazenda santa maria do espinho campo ( 22 ) | fazenda santa maria do espinho campo queimado a dois meses ( 7 ) | fazenda santa maria do espinho area de campo de varzea entre plantacoes de pinus ( 6 ) | fazenda santa maria do espinho campo natural ( 5 )",-24.0765763330653,-49.220310321206
"14351","brazil_sao paulo_boraceia_boraceia","","gbif_reflora_splink",397,FALSE,NA,NA,"Brazil","São Paulo","Boracéia","boraceia between moji das cruzes and biritiba-mirim crest of serra do mar ( 64 ) | boraceia between moji das cruzes and biritiba-mirim crest of serra do mar transect 2 ( 43 ) | boraceia between moji das cruzes and biritiba-mirim crest of serra do mar transect 7 ( 38 ) | boraceia between moji das cruzes and biritiba-mirim crest of serra do mar transect 8 ( 37 ) | boraceia between moji das cruzes and biritiba-mirim crest of serra do mar transect 3 ( 36 ) | boraceia between moji das cruzes and biritiba-mirim crest of serra do mar transect 9 ( 31 )",-23.4592358340302,-46.2387014204534
"43066","brazil_sao paulo_municipio sao jose campos","","gbif_splink",384,FALSE,NA,NA,"Brazil","São Paulo","São José dos Campos ( 374 ) | São Bernardo do Campo ( 2 )","municipio de sao jose dos campos uma area disjuntiva de cerrado de varias centenas de ]square km( rodeada antigamente por mata parte superior da encosta leste do vale do corrego da ressaca 6 km ao southwest (ao longo da rodovia pres dutra) da saida para sao jose dos campos 100 - 500 m ao lado southeast da rodovia o trecho mais para o oeste ainda existente do cerrado de sao jose dos campos ( 8 ) | municipio de sao jose dos campos: uma area disjuntiva de cerrado de varias centenas de km2 rodeada antigamente por mata ca 93 km sse em linha reta da praca principal de sao jose dos campos ( 8 ) | municipio de sao jose dos campos: in village of sao bento 51 km south of main plaza of sao jose dos campos east side of highway to paraibuna open grassy field (remnant of cerrado vegetation) ( 7 ) | municipio de sao jose dos campos: 92 km south and 08 km west of main plaza of city of sao jose dos campos ( 6 ) | municipio de sao jose dos campos: disjunct cerrado of several hundred sqkm surrounded by former forest ca 7 km s of main plaza of sao jose dos campos along road to paraibuna ( 5 ) | municipio de sao jose dos campos: parte inferior da encosta leste do vale do corrego da ressaca 6 1/2 km ao sw (ao longo da rodovia pres dutra) da saida para sao jose dos campos e dentro 500 m ao se da rodovia mata ciliar densa ca de 300 m da estrada ( 5 )",-23.0833568554427,-45.9875349434375
"887","brazil_NA_brasil","","gbif_jabot_reflora",380,FALSE,NA,NA,"Brazil","","brasil ( 306 )","parque estadual do tabuleiro ( 10 ) | interior da mata norte da lagoa dos quadros ( 9 ) | horto botanico irmao teodoro luis ( 7 ) | horto botanico irmao teodoro luiz ( 7 ) | fazenda gateados ( 6 ) | morro do campo alegre ( 6 )",-20.8700300895175,-50.0412844014181
"20136","brazil_sao paulo_campos jordao_pico itapeva","","gbif_reflora_splink",380,FALSE,NA,NA,"Brazil","São Paulo","Campos do Jordão","pico do itapeva ( 269 ) | pico itapeva ( 35 ) | pico de itapeva ( 31 ) | pico de itapeva floresta de altitude ( 3 ) | pico itapeva nos arredores do estacionamento anexo a feira ( 3 ) | pico da itapeva ( 2 )",-22.7186924173685,-45.5464570959084
"20340","brazil_sao paulo_campos sete lagoas""_fazenda campininha","","gbif",377,FALSE,NA,NA,"Brazil","São Paulo","","campos das sete lagoas"" fazenda campininha just north of rio moji-guacu 37 km nnw of padua sales (about 27 km nw of city of moji-mirim) ( 44 ) | campos das sete lagoas"" fazenda campininha just north of rio moji-guacu 10 km nne of padua sales (about 27 km nw of city of moji-mirim) ( 38 ) | campos das sete lagoas"" fazenda campininha just north of rio moji-guacu 34 km nnw of padua sales (27 km nw of city of moji-mirim) ( 17 ) | campos das sete lagoas"" fazenda campininha just north of rio moji-guacu ca 4 km nnw of padua sales (about 27 km nw of city of moji-mirim) ( 12 ) | campos das sete lagoas"" fazenda campininha just north of rio moji-guacu 4 km nnw of padua sales (about 27 km nw of city of moji-mirim) ( 10 ) | campos das sete lagoas"" fazenda campininha just north of rio moji-guacu ~4 km nnw of padua sales (about 27 km nw of city of moji-mirim) ( 9 )",-22.2519268758621,-47.8450767039788
"39968","brazil_sao paulo_miracatu_serra cafezal","","gbif_jabot_splink",376,FALSE,NA,NA,"Brazil","São Paulo","Miracatu","serra do cafezal area da futura duplicacao da br-116  floresta ombrofila densa projeto 'levantamento floristico fitossociologico e inventario florestal - obras de duplicacao da br-116 (km 344-363)#?# ( 177 ) | serra do cafezal area da futura duplicacao da br-116 (km 352) floresta ombrofila densa projeto 'levantamento floristico fitossociologico e inventario florestal - obras de duplicacao da br-116 (km 344-363)#?# ( 164 ) | serra do cafezal area da futura duplicacao da br-116  floresta ombrofila densa projeto ""levantamento floristico fitossociologico e inventario florestal - obras de duplicacao da br-116 (km 344-363)” ( 9 ) | serra do cafezal area da futura duplicacao da br-116 (km 352) floresta ombrofila densa projeto ""levantamento floristico fitossociologico e inventario florestal - obras de duplicacao da br-116 (km 344-363)” ( 9 ) | serra do cafezal area da futura duplicacao da br-116 ( 5 ) | serra do cafezal area da futura duplicacao da br-116 (km 352) ( 2 )",-24.1925892598404,-47.387327965266
"11006","brazil_sao paulo_apiai_parque estadual turistico alto ribeira","","gbif_reflora_splink",370,FALSE,NA,NA,"Brazil","São Paulo","Apiaí","parque estadual turistico do alto ribeira - nucleo caboclos ( 93 ) | pe turistico alto ribeira (petar) ( 26 ) | parque estadual turistico do alto ribeira nucleo caboclos km 24 ( 25 ) | petar (parque estadual turistico do alto ribeira) base areado ( 24 ) | petar - parque estadual turistico do alto ribeira nucleo caboclos km 24 ( 19 ) | parque estadual turistico do alto ribeira (petar) nucleo caboclos trilha da pescaria ( 18 )",-24.4394233885886,-48.671086181982
"55191","brazil_sao paulo_santo andre_parque natural municipal nascentes paranapiacaba","","gbif_splink",366,FALSE,NA,NA,"Brazil","São Paulo","Santo André","parque natural municipal nascentes de paranapiacaba trilha da comunidade ( 125 ) | parque natural municipal nascentes do paranapiacaba ( 41 ) | parque natural municipal nascentes de paranapiacaba trilha das hortensias ( 26 ) | parque natural municipal nascentes de paranapiacaba trilha da pontinha ( 21 ) | parque natural municipal nascentes de paranapiacaba agua fria ( 12 ) | parque natural municipal nascentes de paranapiacaba trilha dos gravatas ( 11 )",-23.5690569989071,-46.2241835672131
"34672","brazil_sao paulo_itarare_fazenda espinho","","gbif_splink",362,FALSE,NA,NA,"Brazil","São Paulo","Itararé","fazenda espinho ( 280 ) | fazenda espinho campo ( 27 ) | fazenda espinho campo natural atingido por fogo ha 4 meses ( 11 ) | fazenda espinho campo queimado a um mes ( 11 ) | fazenda espinho  ( 3 ) | fazenda do espinho campo natural atingido por fogo ha 4 meses ( 2 )",-24.0997287616022,-49.2917151327348
"49168","brazil_sao paulo_plantas brasil","","gbif",356,FALSE,NA,NA,"Brazil","São Paulo","Cubatão ( 8 ) | Campinas ( 3 ) | Luís Antônio ( 3 ) | Peruíbe ( 2 ) | Atibaia ( 1 ) | Campos do Jordão ( 1 )","plantas do brasil brasil sao paulo ubatuba nucleo picinguaba margem do rio da fazenda ( 28 ) | plantas do brasil estado de sao paulo fazenda sao vicente ( 10 ) | plantas do brasil sao paulo ubatuba nucleo picinguaba margem do rio da fazenda ( 8 ) | plantas do brasil pratania - sp fazenda palmeira da serra ( 6 ) | plantas do brasil brasil sao paulo ubatuba praia do leste ilha anchieta ( 5 ) | plantas do brasil estado de san paulo mun de cubatao mata preservada do vale de rio piloes ( 5 )",-22.4358627196348,-48.4864537560674
"58005","brazil_sao paulo_sao lourenco serra_reserva particular patrimonio natural paiol maria","","gbif_jabot_reflora_splink",351,FALSE,NA,NA,"Brazil","São Paulo","São Lourenço da Serra","reserva particular do patrimonio natural paiol maria trilha das aguas ( 72 ) | reserva particular do patrimonio natural paiol maria trilha ibira - mirim ( 28 ) | reserva particular do patrimonio natural paiol maria trilha ibira-mirim ( 25 ) | reserva particular do patrimonio natural paiol maria trilha das canelas ( 21 ) | reserva particular do patrimonio natural paiol maria proximo ao alojamento ( 15 ) | reserva particular do patrimonio natural paiol maria proximo a torre de forca ( 12 )",-23.8149203138651,-46.9360644197847
"16538","brazil_sao paulo_brazil","","gbif_splink",333,FALSE,NA,NA,"Brazil","São Paulo","Ubatuba ( 8 ) | Campinas ( 3 ) | Caraguatatuba ( 2 ) | Joanópolis ( 2 ) | serra do mar above ubatuba ( 2 ) | Botucatu ( 1 )","brazil sao paulo state estacao biologica alto da serra ( 26 ) | intervales state park - estrada municipal km 25 s/n zona rural ribeirao grande - sp 18315-000 brazil ( 16 ) | brazil:sao paulo:serra do mar above ubatuba ( 12 ) | brazil sao paulo state estacao biologica campo grande ( 8 ) | brazil:sao paulo:floresta de angatuba instituto florestal de sp ( 7 ) | brazil:state of sao paulo:floresta de angatuba instituto florestal de sp ( 7 )",-22.7799207934835,-48.0663265717117
"58253","brazil_sao paulo_sao luiz paraitinga_parque estadual serra mar nucleo santa virginia","","gbif_splink",330,FALSE,NA,NA,"Brazil","São Paulo","São Luís do Paraitinga","parque estadual da serra do mar nucleo de santa virginia trilha para a nascente do rio itamambuca ( 45 ) | parque estadual da serra do mar nucleo santa virginia trilha da pirapitinga floresta ombrofila densa montana ( 42 ) | parque estadual da serra do mar nucleo santa virginia - trilha pirapitinga ( 39 ) | parque estadual da serra do mar nucleo santa virginia ( 38 ) | parque estadual da serra do mar nucleo de santa virginia base de vargem grande trilha para a cachoeira da boneca ribeirao grande ( 25 ) | parque estadual da serra do mar nucleo santa virginia - trilha poco do pito ( 20 )",-23.302729582,-45.1583559268788
"13294","brazil_sao paulo_bauru_reserva legal unesp","","gbif_reflora_splink",326,FALSE,NA,NA,"Brazil","São Paulo","Bauru","reserva legal da unesp ( 280 ) | reserva legal da unesp sob linha de transmissao de energia ( 26 ) | reserva legal unesp sobre linha de tramissao de energia ( 10 ) | reserva legal unesp; sobre linha de tramissao de energia ( 6 ) | reserva legal unesp ( 3 ) | reserva legal da unesp mata de brejo ( 1 )",-22.3033363190418,-49.067820022683
"69756","brazil_sao paulo_votorantim_serra sao francisco","","gbif_jabot",323,FALSE,NA,NA,"Brazil","São Paulo","Votorantim","serra de sao francisco represa de itupararanga ( 103 ) | serra de sao francisco represa de itupararanga cerrado ( 85 ) | serra de sao francisco ( 59 ) | serra de sao francisco represa de ituparanga ( 8 ) | serra de sao francisco campo ( 5 ) | serra de sao francisco capela da penha cerrado ( 5 )",-23.5848635918885,-47.4067626376471
"48140","brazil_sao paulo_piquete_pico marins","","gbif_splink",312,FALSE,NA,NA,"Brazil","São Paulo","Piquete","pico dos marins - apa serra da mantiqueira trilha para o 1º mirante ( 63 ) | pico dos marins - apa serra da mantiqueira trilha de acesso ao cume do pico dos marins entre os municipios de piquete e marmelopolis (mg) campos de altitude ( 37 ) | pico dos marins - apa serra da mantiqueira morro do careca ( 18 ) | pico dos marins cume do macico principal ( 16 ) | pico dos marins ( 15 ) | pico dos marins - apa serra da mantiqueira trilha de acesso ao morro do careca ( 13 )",-22.5067188767066,-45.140730484143
"31566","brazil_sao paulo_iguape_morro pedras","","gbif_splink",305,FALSE,NA,NA,"Brazil","São Paulo","Iguape","morro das pedras ( 255 ) | morro das pedras (b destroyed; lectotype designated by luer (1999): us [1208172] not seen digital image us; isolectotypes: ames [30638] r [24942] not seen digital image r; sp [8193]) ( 10 ) | morro das pedras near igaupe ( 8 ) | morro da pedras ( 4 ) | morro das pedras mun de iguape ( 4 ) | mun iguape morro das pedras rio peroupava ( 4 )",-24.5814343677049,-47.4908217547541
"64859","brazil_sao paulo_serra mar_serra mar","","gbif_reflora_splink",303,FALSE,NA,NA,"Brazil","São Paulo","serra do mar ( 1 )","serra do mar ( 157 ) | serra do mar alto da serra ( 15 ) | serra do mar pres de santos etat de sao paulo ( 10 ) | serra do mar pres de santos ( 9 ) | serra do mar campo grande ( 7 ) | serra do mar inter itapecerica da serra et embu-guacu ( 6 )",-22.343619139934,-48.6220164656766
"70739","brazil_sao paulo_mogi guacu_fazenda campininha, reserva biologica","brazil_sao paulo_mogi guacu_eec mogi guacu","gbif_splink",303,FALSE,NA,NA,"Brazil","São Paulo","Mogi Guaçu","fazenda campininha martinho prado reserva biologica ( 117 ) | fazenda campininha padua sales reserva biologica ( 69 ) | fazenda campininha martinho prado junior reserva biologica ( 42 ) | fazenda campininha reserva biologica ( 12 ) | martinho prado fazenda campininha reserva biologica mata da mariana corrego da divisa ( 10 ) | mogi-guacu martinho prado fazenda campininha reserva biologica mata da figueira corrego da divisa ( 8 )",-22.2397092538614,-47.0249411213861
"29275","brazil_sao paulo_fernandopolis_mata zoologico","","gbif_jabot_splink",302,FALSE,NA,NA,"Brazil","São Paulo","Fernandópolis","mata do zoologico ( 278 ) | mata do zoologico  ( 12 ) | mata zoologico ( 7 ) | mata de zoologico ( 2 ) | mata do zoologico arvore 40m peuciofila folhas discolores flores em botoes alvo-esverdeado sp ocasional ( 1 ) | mata do zoologico arvoreta de ca 35m semiciofila folhas discolores frutos imaturos verdes ( 1 )",-20.2723388723179,-50.2821746961589
"41365","brazil_sao paulo_mogi guacu_reserva florestal, fazenda campininha","","gbif_splink",302,FALSE,NA,NA,"Brazil","São Paulo","Mogi Guaçu","reserva florestal (fazenda campininha) perto de padua sales ( 56 ) | perto de padua sales reserva florestal (fazenda campininha) ( 25 ) | reserva florestal (fazenda campininha) ( 23 ) | reserva florestal fazenda campininha ( 19 ) | reserva florestal fazenda campininha perto de padua sales ( 19 ) | perto de padua sales reserva florestal fazenda campininha ( 14 )",-22.244877543245,-47.0373448850662
"23167","brazil_sao paulo_corumbatai_reserva cerrado unesp","","gbif",300,FALSE,NA,NA,"Brazil","São Paulo","Corumbataí","reserva de cerrado da unesp ( 174 ) | reserva de cerrado da unesp alt 793-866m ( 113 ) | reserva de cerrado da unesp 793-866 m ( 12 ) | reserva de cerrado da unesp trilha em fragmento de cerradao ( 1 )",-22.2416282266667,-47.6856090286
"45796","brazil_sao paulo_parque estadual intervales","","gbif",300,FALSE,NA,NA,"Brazil","São Paulo","Eldorado ( 138 ) | Guapiara ( 44 ) | Iporanga ( 36 ) | Capão Bonito ( 2 ) | parque estadual intervales ( 2 ) | São Paulo ( 2 )","parque estadual intervales trilha da bocaina em direcao a gruta da maozinha e do minotaurovegetacao secundaria de floresta ombrofila densa montana com trechos mais preservados sobre rochas carsticas (calcareas) ( 30 ) | parque estadual intervales ( 28 ) | parque estadual intervales nucleo barra grande trilha da cachoeira das pedrinhas estrada de sao pedro rio do carmo ( 24 ) | parque estadual intervales nucleo barra grande trilha da cachoeira das pedrinhas estrada de sao pedro rio carmo ( 20 ) | parque estadual intervales - trilha cachoeira das pedrinhas floresta ombrofila densa montana com intensa exploracao seletiva (palmito e madeira) estrada sao pedro ( 18 ) | parque estadual intervales - estrada municipal km 25 s/n zona rural ribeirao grande - sp 18315-000 brasil ( 14 )",-23.9810171467667,-48.4037082061
"12123","brazil_sao paulo_av","","gbif_reflora_splink",293,FALSE,NA,NA,"Brazil","São Paulo","Campinas ( 5 ) | São Paulo ( 5 ) | Atibaia ( 2 ) | Jundiaí ( 2 ) | Sorocaba ( 2 ) | Ribeirão Preto ( 1 )","av paulo guilguer reimberg 6300 - jardim marilda sao paulo - sp 04858-570 brasil ( 80 ) | av brasil 2000 - sala 01 - jardim marajoara nova odessa - sp 13380-410 brazil ( 22 ) | av guarapiranga 2480 - jardim das flores sao paulo - sp 04909-025 brasil ( 16 ) | av miguel estefno 3031 - parque do estado sao paulo - sp 04315 brasil ( 10 ) | av brasil 2000 - sala 01 - jardim marajoara nova odessa - sp 13380-410 brasil ( 8 ) | av paulo guilguer reimberg - jardim novo horizonte sao paulo - sp 04858-570 brasil ( 8 )",-23.4634879460068,-46.7803092656655
